timestamp,AT,FR
2013-12-23T21:00:00Z,438.000,6430.000
2013-12-23T22:00:00Z,648.000,6266.000
2013-12-23T23:00:00Z,784.000,6056.000
2013-12-24T00:00:00Z,928.000,5952.000
2013-12-24T01:00:00Z,1095.000,5952.000
2013-12-24T02:00:00Z,1086.000,5982.000
2013-12-24T03:00:00Z,997.000,5943.000
2013-12-24T04:00:00Z,1092.000,5870.000
2013-12-24T05:00:00Z,1269.000,5850.000
2013-12-24T06:00:00Z,1273.000,5818.000
